id,platform,content,createdAt,permalink,reactionsCount,sharesCount,commentsCount,category
1447418488835258_1233700165424074,Facebook,🔐 ขั้นตอนการเปลี่ยนรหัสผ่านด้วยตนเอง เพื่อความปลอดภัยจาก Phishing Mail 🧑‍💻,2025-03-13 03:10:27,https://www.facebook.com/1441935884600500/posts/1233700165424074,14,12,0,Guides
1447418488835258_1234714751989282,Facebook,"📣📣 แจ้งเปลี่ยนแปลงการใช้งาน Adobe Firefly
.
เนื่องจาก Adobe มีการเปลี่ยนแปลงเงื่อนไขการใช้งาน Firefly จากการใช้งานฟรีแบบ Beta เป็นแบบมีค่าบริการ ตั้งแต่วันที่ 12 กุมภาพันธ์ 2568 
.
สามารถอ่านรายละเอียดเพิ่มได้ที่ 👉 https://helpx.adobe.com/firefly/get-set-up/learn-the-basics/generative-credits-faq.html#:~:text=Creative%20Cloud%20for%20education%20plans
สามารถอ่านรายละเอียดเพิ่มได้ที่ 👉 https://helpx.adobe.com/in/firefly/troubleshoot/known-limitations-in-firefly.html#:~:text=Unable%20to%20use%20Firefly%20features%20with%20Shared%20Device%20Licenses

———————————————————————————
📞 0-2849-6022
📧 consult@mahidol.ac.th",2025-03-14 06:22:12,https://www.facebook.com/1441935884600500/posts/1234714751989282,10,4,0,Systemic Annoucements
1447418488835258_1239024241558333,Facebook,"📣The change to Mahidol University email system for users with 2 emails address.
@mahidol.ac.th
@mahidol.edu
.................................
For users who have both email addresses, @mahidol.ac.th and @mahidol.edu. 

Go to the website https://mail.mahidol.ac.th. 

Log in with the username “name.sur@mahidol.ac.th” and your current password.
.................................
Go to https://webmail.mahidol.ac.th to read incoming emails sent to @mahidol.ac.th prior to March 1, 2025.

The division of Information Technology is continuously migrating all emails received before March 1, 2025 to https://mail.mahidol.ac.th until the migration is successfully completed.
.................................
As of March 1, 2025, you will be able to read all emails sent to @mahidol.ac.th and @mahidol.edu at https://mail.mahidol.ac.th.
.................................
📞 0-2849-6022
📧 consult@mahidol.ac.th",2025-03-19 02:36:02,https://www.facebook.com/1441935884600500/posts/1239024241558333,6,8,0,Systemic Annoucements
1447418488835258_1240255688101855,Facebook,"ข้อควรปฏิบัติสำหรับการส่งอีเมลพร้อมไฟล์แนบ 🔎
.
✅ ใช้ที่เก็บข้อมูลบนคลาวด์เพื่อส่งไฟล์ขนาดใหญ่ และใช้ลิงก์แทนไฟล์แนบ
✅ ตั้งชื่อไฟล์แนบอีเมลให้เหมาะสม
✅ ใช้รูปแบบไฟล์ที่เข้าถึงได้
.
สำหรับบุคลากรมหาวิทยาลัยมหิดลสามารถใช้พื้นที่จัดเก็บข้อมูล 𝙆𝘼𝙉𝙋𝘼𝙄📁 ในการฝากไฟล์และแชร์ไฟล์ ผู้ใช้งานจะได้พื้นที่ 5 GB เพียงทำตามขั้นตอนดังนี้
1. เข้าลิงก์ 👉 https://kanpai.mahidol.ac.th
2. Login ด้วย Internet Account รูปแบบ ชื่อ.นามสกุลสามตัวแรก @mahidol.ac.th

———————————————————————————
📞 0-2849-6022
📧 consult@mahidol.ac.th",2025-03-20 09:31:17,https://www.facebook.com/1441935884600500/posts/1240255688101855,18,8,0,Guides
1447418488835258_1245830810877676,Facebook,"📣 รับสมัคร นักศึกษา อาจารย์ และบุคลากร เข้าร่วมโครงการ ✨ Samart Skills (Google Career Certificate) ระยะที่ 3 ✨
ระยะเวลาโครงการ : เดือนกุมภาพันธ์ - เดือนมิถุนายน 2568
.
➡️ ขยายเวลารับสมัครถึงวันที่ 31 มีนาคม 2568
🔥 จำกัด 500 ทุน
.
ผู้ที่เข้าร่วมโครงการฯ จะได้พัฒนาและต่อยอดความรู้ด้านเทคโนโลยีสารสนเทศตามความสนใจ ผ่านหลักสูตรต่างๆ ของ Google แบบเรียนรู้ด้วยตนเองผ่านระบบ Coursera รวมถึงได้รับการสนับสนุนทุนการสอบ Google Career Certificate ให้โดยไม่มีค่าใช้จ่าย 
.
👉 ลงทะเบียนเข้าร่วมโครงการ : https://www.shorturl.asia/ReY6B
👉 รายละเอียดหลักสูตร Google Professional Certificates : https://shorturl.asia/6UTJ3
👉 รายละเอียดโครงการ : https://muit.mahidol.ac.th/dl/google-certificat2568/  
———————————————————————————
📞 0-2849-6022
📧 dl@mahidol.ac.th",2025-03-26 04:37:59,https://www.facebook.com/1441935884600500/posts/1245830810877676,16,22,0,Opportunity&Recruitment
1447418488835258_1246931954100895,Facebook,"ขั้นตอนการลงทะเบียน ThaID(ไทยดี) ด้วยตัวเอง
👉 https://www.bora.dopa.go.th/app-thaid/",2025-03-27 08:34:21,https://www.facebook.com/1441935884600500/posts/1246931954100895,10,0,0,Guides
1447418488835258_1246932854100805,Facebook,"วิธีการเข้าใช้ระบบงานเอกสารอิเล็กทรอนิกส์ (e-Document)
👉 https://muit.mahidol.ac.th/docs/users-guide/manual-mu-administration/e-document/",2025-03-27 08:35:55,https://www.facebook.com/1441935884600500/posts/1246932854100805,23,14,0,Guides
1447418488835258_1260637839396973,Facebook,"รศ. นพ.เชิดชัย นพมณีจำรัสเลิศ รองอธิการบดีฝ่ายสารสนเทศและดิจิทัลทรานส์ฟอร์เมชัน มหาวิทยาลัยมหิดล เชิญชวนบุคลากรมหาวิทยาลัยมหิดล ลงทะเบียนใช้งาน Application ThaiD เพื่อเตรียมความพร้อมเข้าใช้งานระบบ e-saraban ที่จะเริ่มใช้งานในวันที่ 21 เมษายน 2568 นี้  

#ThaiD
#e-saraban
#MUDigitalTransformation
#MUIT",2025-04-10 02:26:55,https://www.facebook.com/1441935884600500/videos/29865594516364765,24,24,0,Systemic Annoucements
1447418488835258_1261705279290229,Facebook,"วิธีติดตั้งและขั้นตอนการลงทะเบียนเข้าใช้งาน Application ThaiD เพื่อเตรียมความพร้อมเข้าใช้งานระบบ e-saraban ที่จะเริ่มใช้งานในวันที่ 21 เมษายน 2568 นี้

#ThaiD
#e-saraban
#MUDigitalTransformation
#MUIT",2025-04-11 03:22:20,https://www.facebook.com/1441935884600500/videos/1166586348113860,18,41,0,Guides
1447418488835258_1261934572600633,Facebook,"โครงการพัฒนาระบบ Virtual Classroom ระยะที่ 1-2

การ Migrate ชุดอุปกรณ์ Cisco Room kit pro to Cloud Registration เพื่อเพิ่มประสิทธิภาพให้กับชุดอุปกรณ์ ให้สามารถใช้งานประชุมหรือการเรียนการสอนออนไลน์ได้ผลลัพธ์ที่ดียิ่งขึ้นมีคุณสมบัติเพิ่มเติมดังนี้

✅ สามารถ Start Webex meeting ในสถานะ  host ได้
✅ สามารถ join microsoft team ได้
✅ สามารถ join google meet ได้
✅ สามารถ join Zoom meeting ได้ (แบบมีเงื่อนไข)
✅ สามารถควบคุมกล้องได้ตามอิสระและตั้งค่า preset ตำแหน่งกล้องล่วงหน้าได้",2025-04-11 09:13:54,https://www.facebook.com/1441935884600500/posts/1261934572600633,19,8,0,Systemic Annoucements
1447418488835258_1272217154905708,Facebook,"นโยบายการให้บริการระบบเครือข่ายโรมมิ่งเพื่อการศึกษาและวิจัย (Eduroam)

​มหาวิทยาลัยมหิดลได้สนับสนุนการให้บริการระบบเครือข่ายโรมมิ่งเพื่อการศึกษาและวิจัย หรือ Educational Roaming (Eduroam) เพื่อช่วยอำนวยความสะดวกแก่บุคลากรภายในมหาวิทยาลัยมหิดล รวมทั้งบุคลากรจากสถาบันการศึกษาอื่น ให้สามารถใช้งานระบบ Wi-Fi ผ่านทางระบบเครือข่ายของสถาบันการศึกษาที่ให้บริการ Eduroam นั้นได้

🎓 ดูรายชื่อสถาบันการศึกษาที่ให้บริการ Eduroam 👉 https://www.uni.net.th/index.php/eduroam/eduroam-service
⚙️ วิธีการตั้งค่าอุปกรณ์เพื่อใช้บริการ Eduroam 👉 https://muit.mahidol.ac.th/docs/users-guide/manual-network-and-connectivity/eduroam/",2025-04-22 09:50:12,https://www.facebook.com/1441935884600500/posts/1272217154905708,24,19,0,Guides
1447418488835258_1280498234077600,Facebook,"🐯 🎉 กลับมาอีกครั้งกับคอร์ส Up Skill ปี 68  จากกองไอที : โครงการอบรมเชิงปฏิบัติการ IT Training หลักสูตร Tech & Innovation สำหรับผลิตสื่อการเรียนรู้ ประจำปีงบประมาณ 2568 งานพัฒนาสื่อผสม กองเทคโนโลยีสารสนเทศ มหาวิทยาลัยมหิดล
 💥 ฟรี! ฟรี! ฟรี! 💥 
🔴เดือนพฤษภาคม 2568 คอร์ส “How to Do Professional Live Streaming” 
🔴เดือนสิงหาคม 2568 คอร์ส “The Power of AI in Creating Learning & Public Relations Media”
🔴เดือนพฤศจิกายน 2568 คอร์ส “360 Degrees Learning Area” 
***สำหรับบุคลากรและนักศึกษาของมหาวิทยาลัยมหิดล เท่านั้น!***
⏰ส่วนวัน/เวลา/รายละเอียดการรับสมัครของแต่ละคอร์ส กดติดตามไว้ได้เลย แล้วทางกองจะแจ้งรายละเอียดอีกทีครับ🙏🙏🙏",2025-05-02 02:25:19,https://www.facebook.com/1441935884600500/posts/1280498234077600,20,13,0,Events
1447418488835258_1283976133729810,Facebook,"📣📣เนื่องจากขณะนี้ทางกองเทคโนโลยีสารสนเทศกำลังอยู่ระหว่างดำเนินการจัดซื้อชุดซอฟต์แวร์ Adobe Creative Cloud จึงทำให้ผู้ใช้งานพบข้อความแจ้งเตือนว่า Adobe license has expired 

🔷ทั้งนี้ชุดซอฟท์แวร์ยังคงสามารถใช้งานได้ตามปกติ 🔷
🙏ขออภัยในความไม่สะดวก🙏
กองเทคโนโลยีสารสนเทศ",2025-05-06 08:01:49,https://www.facebook.com/1441935884600500/posts/1283976133729810,74,28,0,Warning annoucements
1447418488835258_1284762906984466,Facebook,"🎉🎉🎉 ขอเชิญผู้สนใจเข้าร่วมอบรม : Tech & Innovation สำหรับผลิตสื่อการเรียนรู้ ประจำปีงบประมาณ 2568💥 ฟรี! ฟรี! ฟรี! 💥
⏰ วันอังคารที่ 27 พฤษภาคม 2568 คอร์ส “How to Do Professional Live Streaming”
👩‍🏫🙋‍♀️ สำหรับบุคลากรและนักศึกษา มหาวิทยาลัยมหิดล
💥จำกัดจำนวน 40 ท่าน เท่านั้น!!! 💥 ฟรี! ไม่มีค่าใช้จ่าย
เนื้อหาในการอบรม
- บรรยายความรู้เกี่ยวกับระบบถ่ายทอดสัญญาณวิดีโอ Live streaming
- ฝึกปฏิบัติเกี่ยวกับอุปกรณ์ที่ใช้ในระบบถ่ายสัญญาณ  
- การจัดแสงสำหรับการ Live streaming
- ระบบเสียงสำหรับการ Live streaming
- การสร้าง Graphic เพื่อประกอบในการถ่ายทอดสัญญาณ
- การถ่ายทอดสัญญาณด้วยอุปกรณ์ต่างๆ, การถ่ายทอดสัญญาณร่วมกับโปรแกรมประชุม Online การถ่ายทอดสัญญาณผ่าน Platform ต่างๆ YouTube, Facebook เป็นต้น
- ฯลฯ
เปิดรับสมัครตั้งแต่วันที่ 13-23 พฤษภาคม 2568

✍️สามารถลงทะเบียนได้ที่ https://shorturl.asia/rb9YE

☎️ สอบถามเพิ่มเติม ติดต่อ กองเทคโนโลยีสารสนเทศ มหาวิทยาลัยมหิดล ศาลายา
โทรศัพท์. 0-2849-6027
🙋‍คุณเฉลิมพล, คุณวิริยา
📖 ดูรายละเอียดการอบรมได้ที่ https://muit.mahidol.ac.th/",2025-05-07 07:28:26,https://www.facebook.com/1441935884600500/posts/1284762906984466,27,16,2,Events
1447418488835258_1286303290163761,Facebook,"📌 มหาวิทยาลัยมหิดล เปิดมิติใหม่แห่งอนาคต ด้วยระบบปัญญาประดิษฐ์อัจฉริยะ MARVIS (Mahidol’s Adaptive Research & Visionary Intelligence System) ระบบ AI เชิงลึก พัฒนาขึ้นเพื่อสนับสนุนการเรียนรู้ การวิจัย และการบริหารจัดการภายในองค์กรอย่างมีประสิทธิภาพสูงสุด

🔹 ปัญญาประดิษฐ์ที่เข้าใจทั้งภาษาไทยและภาษาอังกฤษ
🔹 ตอบคำถาม สร้างเอกสาร สนับสนุนการวิเคราะห์ข้อมูล และช่วยสรุปเนื้อหา
🔹 รองรับการใช้งานในหลากหลายมิติ ทั้งในด้านการศึกษา การวิจัย และงานธุรการ
🔹 ใช้งานง่าย ปลอดภัย ข้อมูลขององค์กร ไม่ถูกส่งออกภายนอก

MARVIS เป็นอีกหนึ่งก้าวสำคัญของมหาวิทยาลัยมหิดล ในการขับเคลื่อนองค์กรด้วยปัญญาประดิษฐ์
ให้บริการสำหรับนักศึกษา อาจารย์ และบุคลากรของมหาวิทยาลัยเท่านั้น
เปิดให้บริการวันที่ 14 พฤษภาคม 2568 เป็นต้นไป

https://marvis.mahidol.ac.th/

📚คู่มือการใช้งาน
https://muit.mahidol.ac.th/docs/users-guide/mu-generative-ai/marvis/",2025-05-09 09:00:24,https://www.facebook.com/1441935884600500/posts/1286303290163761,57,58,0,Systemic Annoucements
1447418488835258_1288495296611227,Facebook,"📣 แจ้งงดการให้บริการ Adobe Creative Cloud ชั่วคราว ตั้งแต่วันที่ 12 พฤษภาคม 2568 เวลา 14.00 น. เป็นต้นไป

🚨 เรียน ผู้ใช้งานระบบซอฟต์แวร์ Adobe Creative Cloud
เนื่องด้วยบริษัท Adobe Systems Inc. ได้มีการปรับเปลี่ยนนโยบายด้านการจัดจำหน่ายผลิตภัณฑ์ Adobe Creative Cloud ส่งผลให้กองเทคโนโลยีสารสนเทศจำเป็นต้องดำเนินการจัดซื้อสิทธิ์การใช้งานใหม่ให้สอดคล้องกับนโยบายดังกล่าว ซึ่งขณะนี้ได้ดำเนินการสั่งซื้อเป็นที่เรียบร้อยแล้ว และอยู่ในระหว่างการเปิดใช้งานสิทธิ์จากทางบริษัท Adobe

🚧 ดังนั้น จึงอาจส่งผลให้ผู้ใช้งานไม่สามารถใช้งานซอฟต์แวร์ Adobe Creative Cloud ภายใต้สิทธิ์ของมหาวิทยาลัยได้เป็นการชั่วคราว ตั้งแต่วันที่ 12 พฤษภาคม 2568 เวลา 14.00 น. เป็นต้นไป
..........................................
📌 หากมีข้อสงสัยหรือต้องการความช่วยเหลือเพิ่มเติมในการติดตั้งซอฟต์แวร์ทางเลือก สามารถติดต่อได้ที่ 
📞เบอร์โทรศัพท์ +66 (0) 2849 6022 หรือ 
✉️ อีเมล consult@mahidol.ac.th  
 
ขอขอบคุณในความเข้าใจและความร่วมมือ
กองเทคโนโลยีสารสนเทศ มหาวิทยาลัยมหิดล",2025-05-12 06:20:34,https://www.facebook.com/1441935884600500/posts/1288495296611227,42,41,4,Warning annoucements
1447418488835258_1288496966611060,Facebook,"📣ซอฟต์แวร์ทางเลือกทดแทน Adobe Creative Cloud ชั่วคราว

กองเทคโนโลยีสารสนเทศขออภัยในความไม่สะดวกที่เกิดขึ้นมา ณ โอกาสนี้ และจะรีบแจ้งให้ผู้ใช้งานทราบทันทีเมื่อการเปิดสิทธิ์การใช้งานใหม่เสร็จสมบูรณ์ 

🚨ทั้งนี้ เพื่อบรรเทาผลกระทบในระหว่างช่วงเวลาดังกล่าว กองเทคโนโลยีสารสนเทศได้รวบรวมรายการซอฟต์แวร์ทางเลือกที่มีคุณสมบัติการใช้งานใกล้เคียงกับ Adobe Creative Cloud เพื่อให้ผู้ใช้งานสามารถเลือกใช้งานแทนได้ในเบื้องต้น ดังนี้ 
..........................................
📌 หากมีข้อสงสัยหรือต้องการความช่วยเหลือเพิ่มเติมในการติดตั้งซอฟต์แวร์ทางเลือก สามารถติดต่อได้ที่ 
📞เบอร์โทรศัพท์ +66 (0) 2849 6022 หรือ 
✉️ อีเมล consult@mahidol.ac.th  
 
ขอขอบคุณในความเข้าใจและความร่วมมือ
กองเทคโนโลยีสารสนเทศ มหาวิทยาลัยมหิดล",2025-05-12 06:23:50,https://www.facebook.com/1441935884600500/posts/1288496966611060,36,37,1,Guides
1447418488835258_1288498786610878,Facebook,"📣 Temporary Unavailability of Adobe Creative Cloud Services 
Dear Adobe Creative Cloud Users,
Due to changes in the distribution policy of Adobe Creative Cloud by Adobe Systems Inc., the Division of Information Technology has proceeded with the procurement of a new software license package in accordance with the updated policy. The procurement has been completed, and the activation of the new license is currently being processed by Adobe. 

🚨 As a result, users may experience a temporary unavailability of the Adobe Creative Cloud services provided by the university, starting from May 12, 2025, at 2:00 PM onward. 

🚧 We sincerely apologize for the inconvenience this may cause and assure you that the Division of Information Technology will promptly notify all users as soon as the activation process is completed and the services are fully restored. 
............................................
📌 If you have any questions or require further assistance, please do not hesitate to contact us at: 
📞 phone number +66 (0) 2849 6022  
✉️ email consult@mahidol.ac.th 
 
Thank you for your understanding and cooperation.
Division of Information Technology, Mahidol University.",2025-05-12 06:27:44,https://www.facebook.com/1441935884600500/posts/1288498786610878,3,1,0,Warning annoucements
1447418488835258_1288500079944082,Facebook,"📣 Suggested Alternative Software During the Adobe Creative Cloud Service Interruption.

In the meantime, to minimize disruption, we have compiled a list of alternative software tools with comparable functionalities to those offered by Adobe Creative Cloud. We recommend using these temporarily during the service interruption. 
 
🚨 Suggested alternative software during the Adobe Creative Cloud service interruption as below.
............................................
📌 If you have any questions or require further assistance, please do not hesitate to contact us at: 
📞 phone number +66 (0) 2849 6022  
✉️ email consult@mahidol.ac.th 
 
Thank you for your understanding and cooperation.
Division of Information Technology, Mahidol University.",2025-05-12 06:30:54,https://www.facebook.com/1441935884600500/posts/1288500079944082,17,5,0,Guides
1447418488835258_1294759569318133,Facebook,"ขอเชิญอาจารย์ บุคลากร และนักศึกษามหาวิทยาลัยมหิดล เข้าร่วมอบรมเชิงปฏิบัติการ 📣📣
""การใช้โปรแกรม EndNote 2025""
🔥 ไม่มีค่าใช้จ่าย 🔥

รุ่นที่ 1 หลักสูตร “EndNote Bibliographic Management Tools”
🗓️ วันพฤหัสบดีที่ 12 มิถุนายน 2568 เวลา 09.00 – 16.15 น.
👤 จำกัดจำนวน 40 ท่าน
💻 ลงทะเบียนอบรม https://survey-muit.mahidol.ac.th/index.php/636728 (วันที่ 20 พ.ค. - 6 มิ.ย. 2568)

รุ่นที่ 2 หลักสูตร “การใช้โปรแกรม EndNote 2025 กับการทบทวนวรรณกรรม” (Literature Review)
🗓️ วันพุธที่ 30 กรกฎาคม 2568 เวลา 09.00 – 16.15 น.
👤 จำกัดจำนวน 40 ท่าน
💻 ลงทะเบียนอบรม  https://survey-muit.mahidol.ac.th/index.php/391216 (วันที่ 20 พ.ค. - 22 ก.ค. 2568)

📍 ณ ห้องอบรม (Training Room) กองเทคโนโลยีสารสนเทศ ชั้น 1 สำนักงานอธิการบดี มหาวิทยาลัยมหิดล ศาลายา

☎️ ติดต่อสอบถามเพิ่มเติมได้ที่ กองเทคโนโลยีสารสนเทศ โทร 0-2849-6022",2025-05-20 06:03:33,https://www.facebook.com/1441935884600500/posts/1294759569318133,23,26,1,Events
1447418488835258_1301369671990456,Facebook,"🚀 ปลดล็อกศักยภาพ AI! ก้าวสู่การเป็น Autonomous AI Developer กับคอร์สสุดเข้มข้นแห่งปี! 🚀

โดย ผศ. ดร.ทวีศักดิ์ สมานชื่น
🔗 https://kmmasterclass.mahidol.ac.th/categories/388

คุณพร้อมหรือยังที่จะเป็นผู้นำในยุค AI? มาสร้างสรรค์อนาคตด้วยมือคุณกับคอร์ส ""Autonomous AI Developer"" ที่จะพาคุณเจาะลึกทุกมิติสำคัญของการพัฒนา AI อัจฉริยะ ตั้งแต่พื้นฐานจนถึงการสร้างระบบที่ทำงานได้เอง!

✨ สิ่งที่คุณจะได้เรียนรู้ในคอร์สนี้:
🧠 Large Language Models (LLM): ทำความเข้าใจแก่นแท้ของโมเดลภาษาขนาดใหญ่ที่เป็นหัวใจของ AI ในปัจจุบัน
✍️ Prompt Engineering: ฝึกฝนศิลปะการออกแบบ ""คำสั่ง"" (Prompt) เพื่อควบคุมและดึงศักยภาพสูงสุดของ LLM ออกมา
🤖 Agent AI & Workflow AI: เรียนรู้การสร้าง AI Agent ที่คิดและตัดสินใจได้เอง พร้อมออกแบบ Workflow อัตโนมัติ เพิ่มประสิทธิภาพการทำงานแบบก้าวกระโดด
🏗️ Design Principles for Autonomous AI Projects: วางรากฐานที่มั่นคงด้วยหลักการออกแบบโปรเจกต์ AI อัจฉริยะ 
☁️ GitHub Codespaces: พัฒนา AI ได้ทุกที่ ทุกเวลา บน Cloud-based Environment ที่ทรงพลัง ไม่ต้องปวดหัวกับการตั้งค่า Local Machine
🔗 LangChain: เครื่องมือสุดฮิต! เชื่อมต่อ LLM กับแหล่งข้อมูลภายนอก สร้างแอปพลิเคชัน AI ที่ซับซ้อนและใช้งานได้จริง
💬 Basic Chatbot & Local LLM: ลงมือสร้าง Chatbot ของคุณเอง และเรียนรู้วิธีการรัน LLM บนเครื่องของคุณเองด้วย Ollama เพื่อความเป็นส่วนตัวและควบคุมได้เต็มที่
🛠️ Anything LLM: สำรวจแพลตฟอร์มที่ช่วยให้การจัดการและใช้งาน LLM หลากหลายรูปแบบเป็นเรื่องง่าย

#AutonomousAI #AIDeveloper #PromptEngineering #LangChain #Ollama #LocalLLM #AnythingLLM #AgentAI #Python #เรียนออนไลน์ #AIไทย #LLM #WorkflowAutomation #Chatbot",2025-05-28 08:03:56,https://www.facebook.com/1441935884600500/posts/1301369671990456,18,10,0,Promotions&Special deals
1447418488835258_1302420515218705,Facebook,"แจ้งการให้บริการซอฟต์แวร์ Adobe Creative Cloud

กองเทคโนโลยีสารสนเทศ มหาวิทยาลัยมหิดล ขอแจ้งให้ทราบว่า ขณะนี้บริษัท Adobe Systems Inc. ได้ดำเนินการส่งมอบสิทธิ์การใช้งานซอฟต์แวร์ Adobe Creative Cloud ภายใต้สิทธิ์ของมหาวิทยาลัยเรียบร้อยแล้ว ผู้ใช้งานสามารถเข้าใช้งานซอฟต์แวร์ Adobe Creative Cloud ได้ตามปกติ

หากต้องการสอบถามข้อมูลเพิ่มเติม กรุณาติดต่อ
โทรศัพท์: +66 (0) 2849 6022  
อีเมล: consult@mahidol.ac.th

ขอแสดงความนับถือ
กองเทคโนโลยีสารสนเทศ มหาวิทยาลัยมหิดล",2025-05-29 13:21:12,https://www.facebook.com/1441935884600500/posts/1302420515218705,93,35,1,Systemic Annoucements
1447418488835258_1307061051421318,Facebook,"📣 ขอเชิญอาจารย์ บุคลากร และนักศึกษามหาวิทยาลัยมหิดล เข้าร่วมการอบรมเชิงปฏิบัติการ 📣
การใช้งานโปรแกรม MATLAB รุ่นที่ 2 - 4 
วิทยากร : อาจารย์กัณฐิกา วงษ์เกษม จาก บริษัท แอสเซนดาส ซิสเทมส์ จำกัด
‼️ไม่มีค่าใช้จ่าย‼️

รุ่นที่ 2 หลักสูตร AI for Signals: Quick Start with MATLAB's Built-in Functions
🗓️ วันอังคารที่ 1 กรกฎาคม 2568  เวลา 09.30 – 15.30 น.
👤 40 ท่าน
👉 ลงทะเบียนอบรม (บัดนี้ - วันที่ 20 มิถุนายน 2568) https://survey-muit.mahidol.ac.th/index.php/626977

รุ่นที่ 3 Data-Driven Discovery: MATLAB for Quantitative Analysis
🗓️ วันศุกร์ที่ 25 กรกฎาคม 2568  เวลา 09.30 – 15.30 น.
👤 40 ท่าน
👉 ลงทะเบียนอบรม (บัดนี้ - วันที่ 15 กรกฎาคม 2568) https://survey-muit.mahidol.ac.th/index.php/662734

รุ่นที่ 4 MATLAB & Python: Supercharge Your Projects
🗓️ วันพฤหัสบดีที่ 21 สิงหาคม 2568  เวลา 09.30 – 15.30 น.
👤 40 ท่าน
👉 ลงทะเบียนอบรม (บัดนี้ - วันที่ 8 สิงหาคม 2568) https://survey-muit.mahidol.ac.th/index.php/695745

📍 ห้องอบรม (Training Room) กองเทคโนโลยีสารสนเทศ ชั้น 1 สำนักงานอธิการบดี มหาวิทยาลัยมหิดล ศาลายา

☎️ ติดต่อสอบถามเพิ่มเติมได้ที่ กองเทคโนโลยีสารสนเทศ โทร 0-2849-6022",2025-06-04 04:01:34,https://www.facebook.com/1441935884600500/posts/1307061051421318,6,2,0,Events
1447418488835258_1313082440819179,Facebook,"6 เครื่องมือ AI ที่สายวิจัยควรรู้ AI Tools for Research 🤖🔍

ปัจจุบัน Artificial Intelligence (AI) ได้เข้ามามีบทบาทในชีวิตประจำวันของผู้คนมากขึ้น ทั้งในเรื่องของการทำงานเพื่อประหยัดเวลา และสร้างสรรค์ไอเดียใหม่ ๆ โดยงานแต่ละประเภทสิ่งสำคัญคือต้องเลือก AI Tools ให้เหมาะสมเพื่อตรงตามวัตถุประสงค์ของความต้องการ กองเทคโนโลยีสารสนเทศจึงอยากแนะนำ Software AI ที่สามารถช่วยทำงานวิจัยแต่ละประเภทเช่น review article และ data analysis เป็นต้น พร้อมแนวทางการใช้ประโยชน์

AI Tools for Research 🔍
1.Consensus
2.SciSpace
3.QuillBot
4.Napkin AI
5.Dimension Research GPT
6.Clarivate (Web of Science)",2025-06-11 08:39:18,https://www.facebook.com/1441935884600500/posts/1313082440819179,21,27,0,Guides
1447418488835258_1349248083869281,Facebook,"🎉🎉🎉 ขอเชิญผู้สนใจเข้าร่วมอบรม : Tech & Innovation สำหรับผลิตสื่อการเรียนรู้ ประจำปีงบประมาณ 2568💥 ฟรี! ฟรี! ฟรี! 💥

⏰ วันอังคารที่ 26 สิงหาคม 2568 คอร์ส “The Power of AI in Creating Learning & Public Relations Media”

👩‍🏫🙋‍♀️ สำหรับบุคลากรและนักศึกษา มหาวิทยาลัยมหิดล
💥จำกัดจำนวน 40 ท่าน เท่านั้น!!! 💥 ฟรี! ไม่มีค่าใช้จ่าย
💥💥💥ไม่มีพื้นฐานก็เรียนได้💥💥💥
       มาร่วมเรียนรู้การประยุกต์ใช้เครื่องมือ AI ที่จะช่วยยกระดับการทำงานให้โปรยิ่งขึ้น กับหลากหลายเนื้อหาที่่อัดแน่นในหากหลายด้าน ""Upgrade ความรู้...ติดปีกให้กับการทำงาน""
-  AI for Create Content
-  AI for Presentation
-  AI Image Generator
-  AI Avatar Creator
-  AI Text to Voice
-  AI for Infographic
-  AI for Meeting
- ฯลฯ
เปิดรับสมัครตั้งแต่วันที่ 1-15 สิงหาคม 2568

✍️สามารถลงทะเบียนได้ที่
https://survey-muit.mahidol.ac.th/index.php/335717 

☎️ สอบถามเพิ่มเติม ติดต่อ กองเทคโนโลยีสารสนเทศ มหาวิทยาลัยมหิดล ศาลายา
โทรศัพท์. 0-2849-6027
🙋‍คุณเฉลิมพล, คุณวิริยา
📖 ดูรายละเอียดการอบรมได้ที่ https://muit.mahidol.ac.th/",2025-07-23 07:26:13,https://www.facebook.com/1441935884600500/posts/1349248083869281,18,19,0,Events
